accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
5131	QC 21.2 R456 2007 c.3	Laboratory manual in physics	"Reyes, Jocelyn L., Bantay, Rosario G.,Barata, Estrella C."	N/A	N/A	2007	N/A	115 pages ; Illustration ; 26 cm	9.78972E+12	N/A	"Physics -- Handbooks, manuals, etc."
5132	QC 21.2 R456 2007 c.4	Laboratory manual in physics	"Reyes, Jocelyn L., Bantay, Rosario G.,Barata, Estrella C."	N/A	N/A	2007	N/A	115 pages ; Illustration ; 26 cm	9.78972E+12	N/A	"Physics -- Handbooks, manuals, etc."
4227	QC 21.2 R456 2007 c.5	Laboratory manual in physics	"Reyes, Jocelyn L., Bantay, Rosario G.,Barata, Estrella C."	N/A	N/A	2007	N/A	115 pages ; Illustration ; 26 cm	9.78972E+12	N/A	"Physics -- Handbooks, manuals, etc."
5133	QC 21.2 R456 2007 c.5	Laboratory manual in physics	"Reyes, Jocelyn L., Bantay, Rosario G.,Barata, Estrella C."	N/A	N/A	2007	N/A	116 pages ; Illustration ; 26 cm	9.78972E+12	N/A	"Physics -- Handbooks, manuals, etc."
5134	QC 21.2 R456 2007 c.6	Laboratory manual in physics	"Reyes, Jocelyn L., Bantay, Rosario G.,Barata, Estrella C."	N/A	N/A	2007	N/A	115 pages ; Illustration ; 26 cm	9.78972E+12	N/A	"Physics -- Handbooks, manuals, etc."
7074	QC 21.3 G428 2004	College Physics	"Giambattista, Alan &  McCarthy, Richardson Betty"	Boston	McGraw-Hill	2004	1st	1165 pages : illustrations ; 28 cm	9.78007E+12	N/A	Physics -- Textbooks.
6930	QC 23 B4221 1962   	Study Guide for the mainstream of Physics	"Beiser, Arthur "	New York	Addison-Wesley Publishing Inc.	1962	N/A	166 pages ; Illustration ; 23 cm	N/A	N/A	Physics -- Textbooks.
6949	QC 446.2 Y431 1993	 Introduction to Photorefractive Nonlinear Options	"Yeh, Pochi"	New York	John Wiley and Sons Inc.	1993	N/A	410 pages : illustrations ; 24 cm.	47158927	N/A	Nonlinear Optics Photorefractive Materials.
5159	QC 527.2 N27711 2002	Electricity and Magnetism	National Geographic Society	USA	Mcgraw Hill	2002	na	na	78256194		Electricity -- Juvenile literature. Magnetism -- Juvenile literature. Electricity. Magnetism.
2250	QD  40  C5141  1998	Chemistry 175	"The McGraw-Hill Companies, Inc."	United States of America	Primis Custom Publishing	1998	3rd	329 pages ; Illustration ; 27 cm	73039500	N/A	Chemistry -- Study and Teaching
2251	QD  40  C5141  1998 c.1	Chemistry 175	"The McGraw-Hill Companies, Inc."	United States of America	Primis Custom Publishing	1998	3rd	329 pages ; Illustration ; 27 cm	73039500	N/A	Chemistry -- Study and Teaching
6962	QD 197 M4789 2003	Fundamentals of Organic Chemistry	"McMurry, John"	United Kingdom	Thomson Brooks	2003	N/A	565 pages ; Illustration ; 24 cm	9812435875	N/A	"Chemistry, Organic -- Chimie organique Lehrbuch -- Organische Chemie -- organic chemistry."
6952	QD 31.2 B7241 1999	Student Solution Manual	"Bookin, David Ebbing, Darrell D. Gammon, Steven D."	"Boston City, Massachusetts"	Houghton Mifflin Co.	1999	6th	561 pages ; Illustration ; 24 cm	395925533	N/A	"Chemistry -- Chemistry Problems, exercises, etc."
4901	QD 31.2 C411 2016	General Chemistry 1	"Cervantes, Charry Vida R."	"Quezon City, Manila Philippines"	"LORIMAR PUBLISHING, INC."	2017	N/A	168 pages ; Illustration ; 25 cm	9.78622E+12	N/A	N/A
4902	QD 31.2 C411 2016 c.2	General Chemistry 1	"Cervantes, Charry Vida R."	"Quezon City, Manila Philippines"	"LORIMAR PUBLISHING, INC."	2016	N/A	168 pages ; Illustration ; 25 cm	9.78622E+12	N/A	N/A
6965	QD 31.2 D245 2006	Modern Chemistry	"David, Raymond E. Holt, Rinehart and Winston"	"Orlando, Florida"	"Holt, Rinehart and Winston"	2006	N/A	978 pages ; Illustration ; 26 cm	9.78003E+12	N/A	Chemistry -- Textbooks.
4897	QD 31.2 I272 2016	General Chemistry 1	"Ilao, Luciana V. Lontoc, Betty M. Paderna-Gayon, Edwehna Elinore S."	"Sampaloc Manila, Philippines"	"Rex Book Store, INC."	2016	1st	324 pages ; Illustration ; 25 cm	9.78971E+12	N/A	"General Chemistry -- Ilao, Luciana V."
2133	QD 312  B8631  2002  	Chemistry  : The central  science	"Brown, Theodore L. & Bursten"	"Upper saddle river, new jersey"	"Prentice -Hall,Inc."	2002	8th	1023 pages ; Illustration ; 26 cm	130611425	N/A	Chemistry Study and teaching (Secondary).
2902	QD 40 D2781  2011                  	Chemistry	"De Borja, Rebecca S."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2011	1st	283 pages ; Illustration ; 22 cm	97101412167	N/A	Chemistry -- Study and Teaching.
2878	QD 43 D2861 2006                 	Laboratory Manual and Activity Book in Chemistry	"De Borja, Rebecca S."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2006	N/A	143 pages ; Illustration ; 25 cm	9.78971E+12	N/A	Chemistry -- Laboratory Manual -- Experiements.
4281	QD 45 U15 2018 c.1	General Chemistry :  Laboratory Manual and Workbook	"Urbano, Alexander De Asis"	Philippines	"Wiseman's Book Trading, Inc."	2018	N/A	110 pages ; 27 cm	9.78972E+12	N/A	Chemistry--Laboratory Manuals.
4282	QD 45 U15 2018 c.2 	General Chemistry :  Laboratory Manual and Workbook 	"Urbano, Alexander De Asis"	Philippines	"Wiseman's Book Trading, Inc."	2018	N/A	110 pages ; 27 cm	9.78972E+12	N/A	Chemistry--Laboratory Manuals.
5889	QE 26.3 R456 2017 c.2	"Earth Science our universe, our planet, our future"	"Reyes, Juan Apolinario C. "	Metro Manila	Unlimited Books Library Services and Publishing Inc.	2017	na	na	9.78972E+12		
7069	QE 862 S7411 1997	Dinosaurs The Textbook	Spencer G. Lucas	Mexico	"Times Mirror Higher Education Group, Inc."	1997	2nd	292 pages ; Illustration ; 27 cm	697279952	N/A	Dinosaures -- Dinosauria (extinct superorder) -- Dinosaurs.
6953	QH  581.2 D2131 1986	Molecular Cell Biology	"Darnell, James E. "	"New York, United States of America"	Scientific American Books Inc.	1986	Revised	1192 pages ; Illustration ; 28 cm	716714485	N/A	"Cytology -- Molecular Biology -- Lodish, Harvey F. -- Baltimore, David."
1223	QH 301 A276 2006	Study guide in biological science	"Agpao, Rosario C. & Cabildo, Jolafor E. & Santa Cruz, Sheryl F."	"Manila, Philippines"	NA	2006	NA	291 pages ; illustrations ; 23 cm	NA		Biology.
2884	QH 308 J117 2013 c.1 	Biological Science :  A Simplified Approach	"Jabilles, Angelo B., Illahi, Marites N., and Tormes, Judith N."	Mandaluyong City	Books Atbp. Publishing Corp.	2013	N/A	168 pages ; Illustrations ; 22 cm	9710412426	N/A	"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
2885	QH 308 J117 2013 c.2                   	Biological Science :  A Simpliefied Approach 	"Jabilles, Angelo B., Illahi, Marites N., and Tormes, Judith N."	Mandaluyong City	Books Atbp. Publishing Corp.	2013	N/A	168 pages ; Illustrations ; 22 cm	9710412426	N/A	"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
7063	QH 308 J117 2013 c.3                 	Biological Science :  A Simplified Approach	"Jabilles, Angelo B., Illahi, Marites N., and Tormes, Judith N."	Mandaluyong City	Books Atbp. Publishing Corp.	2013	N/A	168 pages ; Illustrations ; 22 cm	9.78971E+12	N/A	"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
2901	QH 308 J117 2015                  	Biological Science :  A Simplified Approach	"Jabilles, Angelo B., Illahi, Marites N., and Tormes, Judith N."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2015	N/A	220 pages ; Illustration ; 22 cm	9.78971E+12	N/A	"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
2886	QH 308 J118 2013 c.3                	Biological Science :  A Simpliefied Approach 	"Jabilles, Angelo B., Illahi, Marites N., and Tormes, Judith N."	Philippines	Books Atbp. Publishing Corp.	2013	na	na	9710412426		"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
5848	QH 308.2 D615 2005	Introduction to biological science	"Ditan, Carolina Desamero "	Mandaluyong city	National Book Store	2008	3rd	249 pages ; Illustrations ; 22 cm	9710866133	N/A	"Biology. Biology -- Problems, exercises, etc."
6957	QH 308.2 E9211 2009	Worktext in General Botany	"Evangelista, Eden V. "	"Quezon City, Philippines"	C&E Publishing Inc.	2009	N/A	181 pages ; Illustration ; 26 cm	9.78972E+12	N/A	Biology.
7076	QH 308.2 J651 2004 c.2	Biology 	"Johnson, George B.  & Raven,  Peter H."	Washington University	"Holt, Rinehart and Winston"	2004	N/A	1160 pages ; Illustration ; 28 cm	30682649	N/A	Biology.
5088	QH 308.5 C1721 2012 c.1	Introduction to Biology	"Camara, Jus S. "	"Malabon City, Philippines"	Jimczyville Publications	2012	N/A	372 pages ; Illustration ; 25 cm	9.78971E+12	N/A	Biology -- Biology Juvenile literature.
5089	QH 308.5 C1721 2012 c.2	Introduction to Biology	"Camara, Jus S. "	"Malabon City, Philippines"	Jimczyville Publications	2012	N/A	372 pages ; Illustration ; 25 cm	9.78971E+12	N/A	Biology -- Biology Juvenile literature.
5090	QH 308.5 C1721 2012 c.3	Introduction to Biology	"Camara, Jus S. "	"Malabon City, Philippines"	Jimczyville Publications	2012	N/A	372 pages ; Illustration ; 25 cm	9.78971E+12	N/A	Biology -- Biology Juvenile literature.
5137	QH 308.5 J651 2004 c.1	Biology	"Johnson, George B.  & Raven,  Peter H."	Washington University	"Holt, Rinehart and Winston"	2004	N/A	1160 pages ; Illustration ; 28 cm	30682649	N/A	Biology.
7064	QH 3082 D615 1994	Introduction to Biological Science	"Ditan, Carolina Desamero"	"San Juan, Metro Manila"	National Book Store	1994	Revised	220 pages ; Illustration ; 22 cm	9710856731	N/A	"Biology -- Biology Study and teaching (Higher) Problems, exercises, etc."
2882	QH 316 M298 2009                  	Biological Science :  A Modular Approach	"Marquez, Ramil M."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2009	N/A	180 pages ; Illustration ; 22 cm	9710388493	N/A	"Biology--Problems, exercies, etc. Biology--Study and teaching, Biology."
7922	QH 360 G422 1997	Metaphysics and the Origin of Species	"Ghiselin, Michael T. "	New York	State University of New York Press	1997	N/A	377 pages ; 23 cm.	9.78079E+12	N/A	Art -- Biological Evolution philosophy -- Espe?ces (Biologie) Philosophie -- Espe?ces (biologie) Philosophie -- Evolutie.
7251	QH 431 P477 1959	Classic Paper in Genetics	"Peter, James A."	United State of America	Prentice-Hall	1959	N/A	280 pages ; Illustration ; 23 cm	9.78013E+12	N/A	"Genetics -- Addresses, essays, lectures."
8107	QH 506 K891 2020	Molecular & cell biology	"Kratz, Rene Fester"	USA	"John wiley & Sons, Inc."	2020	2nd	384 pages ; 23 cm	9.7812E+11	N/A	"Molecular biology--Popular works.
 Cytology--Popular works."
5152	QH 541.5 M2661 2005	Managing Lakes and their Basins for Sustainable Use :  A Report for Lake Basin Managers and Stakeholders	N/A	"Otsu Shigyo, Japan"	International Lake Environment Committee Foundation	2005	N/A	146 pages ; Illustration ; 28 cm	4990154622	N/A	Lakes -- Management.
6943	QH 581.2 C236 2011	You and the Natural World Biology	"Capco, Carmelita M. "	Quezon City	Phoenix Publishing House	2011	3rd	NA	9.78971E+12		
5787	QH 76 D6111 1993 	Reclaiming the last wild places	"DiSilverstro, Roger L. "	New york	"John Wiley and Sons, Inc."	1993	N/A	266 pages ; 23 cm	471572446	N/A	Biological Diversity Conservation--United States.
7021	QH 76 D6111 1993 c.1	Reclaiming The Last Wild Places	"DiSilverstro, Roger L. "	New york	"John Wiley and Sons, Inc."	1993	N/A	266 pages ; 23 cm	471572246	N/A	Biological Diversity Conservation--United States.
7841	QH302.5 H659 2005	The Facts on File Dictionary of Biology	"Hine, Robert"	United States of America	Market House Books Ltd	2005	4th	406 pages : illustrations ; 24 cm	9.78082E+12	N/A	Biologie -- Biologie Dictionnaires anglais -- Biology -- Biology Dictionaries -- Dictionaries.
6939	QK 47 F962 1967	General Botany	"Fuller, Harry J. & Ritchie, Donald D. "	New York	Barnels and Noble Books	1967	5th	232 pages ; Illustration ; 21 cm	9710812882	N/A	N/A
6864	QK 751 S6931 1996	Some Plant Species sensitive to Air Pollution	N/A	"Quezon City, Philippines"	N/A	1996	N/A	62 pages ; Illustration ; 22 cm	N/A	N/A	"Plants, Effects of Air pollutions on Philippines."
7075	QL 47.2 H6286 1993	Integrated Principles of Zoology	"Cleveland P. Hickman, Jr. 7 Larry S. Roberts"	USA	"Mosby-Year Book, Inc"	1993	9th	NA	971300292X		
5872	QL 53 C426 2005	General zoology	"Chanco, Christine R."	"Pasay City, Philippines"	ACNN Printing Press	2005	2nd	204 pages ; Illustration ; 25 cm	971917143	N/A	"Zoology, General -- Manuals."
7078	QL 805 K1811 1995 	Vertebrates	"Kardong, Kenneth V. "	"Dubuque, Iowa, United States of America"	Wm. C. Brown Publishers	1995	N/A	775 pages ; Illustration ; 28 cm	697219917	N/A	"Anatomy, Comparative -- Physiology, Comparative -- Vertebrates Anatomy -- Vertebrates Evolution."
7062	QL 812 H9963 1942 	Comparative Vertebrate Anatomy	"Hyman, Libbie Henrietta "	"Mandaluyong City, Philippines"	The University of Chicago	1942	2nd	544 pages ; Illustration ; 22 cm	9710812831	N/A	N/A
7067	QL 955 A6581 1965	Development Anatomy	"Aray, Leslie Brainerd"	Quezon City	W. B. Saunders Company	1965	7th	695 pages ; Illustration ; 25 cm	721613772	N/A	N/A
4291	QL47 M637 2012    	Zoology	"Miller, Stephen A. & Harley, John P."	United States of America	McGraw-Hill International	2012	8th	591 pages ; Illustration ; 26 cm	9.78007E+12	N/A	Zoology.
7073	QM 25 M4788 2006 	Anatomy Coloring Book	"McCann, Stephanie "	"New York, United States of America"	"Kaplan, Inc"	2006	2nd	335 pages ; Illustration ; 28 cm	9.78142E+12	N/A	"Anatomy -- Anatomy, Artistic -- Atlas -- Coloring books -- Human anatomy."
5591	QP 141 W2531 1996	Perspective in nutrition	"Wardlaw, Gordon M. "	United States of America	"Mosby-Year Books, Inc."	1996	3rd	774 pages ; Illustration ; 28 cm	815190727	N/A	"Nutrition -- Insel, Paul M."
6944	QP 34.5 M298 1997	Essentials of Human Anatomy and Physiology	"Marieb, Elaine N,"	"San Francisco, California"	Benjamin Cummings	1970	7th Edition	588 pages ; Illustration ; 27 cm	131836633	CD	Human physiology -- Human anatomy.
5194	QP 34.5 M298 2003	Essentials of Human Anatomy and Physiology	"Marieb, Elaine N."	"San Francisco, California"	Benjamin Cummings	2003	7th Edition	414 pages ; Illustration ; 28 cm	805353895	N/A	Human Physiology -- Human Anatomy -- Physiology -- Physiological Phenomena.
7077	QP 34.5 T427 2003	Anatomy & Physiology 	Gary A. Thibodeau & Kevin T. Patton	Wisconsin	"Mosby, Inc"	2003	17th	NA	323031927		Human Psysiology. Human Anatomy
6945	QP 34.5 V2171 1998	Human Physiology	"Vander, Arthur J. Sherman,  James H. Luciano, Dorothy S."	"Boston Massachusetts, United States of America"	McGraw Hill	1998	7th Edition	818 pages ; Illustration ; 28 cm	71156240	N/A	"Human physiology -- Sherman, James H., 1936 -- Luciano, Dorothy S."
7079	QP 360.5 M6631 1970	Mind and Brain	N/A	"Alexandria Virginia, United States of America"	Time-Life Books	1970	N/A	144 pages ; Illustration ; 28 cm	783510012	N/A	"The search for the mind's ""I"" -- Into the neuronal universe -- Controlling blood and breath -- The body's autopilot -- The power of emotion."
6212	QP 396 L8471 1994	Introduction to Computers and Information Systems	"Long, Larry E."	"Upper Saddle River New Jersey, United States of America"	Prentice Hall	1994	4th	462 pages ; Illustration ; 22 cm	130979813	N/A	Computers -- Electronic data processing -- Electronic digital computers.
6804	QP 84 A173 2004	Human Growth Development and Learning	"Acero, Victorina O. & Javier, Evelyn S. & Castro, Hermina O."	"Manila, Philippines"	Rex Book Store	2004	1st	262 pages ; Illustration ; 22 cm	9712339114	N/A	Human Growth -- Developmental Psychology.
6942	QR 41.2 P9221 1993	Microbiology	"Prescott, Lansing M. and Harley, John P. and Klein, Donald A."	"Dubuque, Iowa"	Wm. C. Brown Publishers	1993	3rd	935 pages ; Illustration ; 29 cm	697293904	N/A	"Microbiology -- Educational tools; Harley, John P."
7070	QR 41.2 P9221 1993	Microbiology	"Prescott, Lansing M. & Harley, John P. Klein, Donald A."	"Dubuque, Iowa"	Wm. C. Brown Publishers	1993	2nd	800 pages ; Illustration ; 27 cm	697168883	N/A	Microbiologie -- Microbiology -- microbiology.
7936	QS 981.8 B945 1997	Does the Weather really matter?	"Burroughs, William James"	"Cambridge, United Kingdom"	Cambridge University Press	1997	N/A	230 pages : illustrations ; 24 cm	521561264	N/A	Climate Changes -- Economic aspects -- Climate changes and Political Aspects.
7244	R 123  M1121 2010	Ethics and Human Dignity	"Maboloc, Christopher Ryan B. "	"Quezon City, Philippines"	Rex Book Store	2010	1st	135 pages ; 22 cm	9.78971E+12	N/A	"Legal Ethics, Dignity Human Rights."
4593	R 130.5 B482 2008 v.1   	Encylopedia of family health and wellness volume 1 A-B	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	1st	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4584	R 130.5 B482 2008 v.10   	Encylopedia of family health and wellness volume 10 T-Z	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	10th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4592	R 130.5 B482 2008 v.2   	Encylopedia of family health and wellness volume 2 C-D	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	2nd	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4591	R 130.5 B482 2008 v.3   	Encylopedia of family health and wellness volume 3 E-G	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	3rd	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4590	R 130.5 B482 2008 v.4  	Encylopedia of family health and wellness volume 4 H	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	4th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4589	R 130.5 B482 2008 v.5   	Encylopedia of family health and wellness volume 5 I-L	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	5th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4588	R 130.5 B482 2008 v.6   	Encylopedia of family health and wellness volume 6 M-N	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	6th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4587	R 130.5 B482 2008 v.7	Encylopedia of family health and wellness volume 7 O-P	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	7th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4586	R 130.5 B482 2008 v.8   	Encylopedia of family health and wellness volume 8 Q-Si	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	8th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
4585	R 130.5 B482 2008 v.9  	Encylopedia of family health and wellness volume 9 Sk-Sy	"Berlan, Elise"	United States of America	Alpha House Publishing	2008	9th	96 pages ; Illustration ; 28 cm	9.78193E+12	N/A	Medicine--Juvenile Literature
2397	R 6271 Q91 1962	Quotations From Rizal's Writings	N/A	Manila	Jose Rizal Centennial Commision	1962	N/A	217 pages ; 26 cm	9.78972E+12	N/A	"Rizal, Jose? -- 1861-1896."
7790	R 724 D4881 2000	Practical Decision Making in Health Care Ethics	"Devettere, Raymond"	United States of America	Georgetown University Press 	2000	2nd	638 pages ; 25 cm	878407634	N/A	Medical Ethics. Medical ethics-- case studies. Medical ethics -- Decision making
2900	R 724 P1231 2008                	Health Ethics :  A College Textbook for the Health-Care Professions)	"Padilla, Reynaldo A."	Mandaluyong City.	Books Atbp. Publishing Corp.	2008	N/A	245 pages ; Illustration ; 22 cm	9710388547	N/A	"Medical ethics--textbooks. Medical ethics--Problems, exercises, etc."
7435	R 726 T449 1990	Euthanasia 	"Thomasma, David C. & Graber, Glenn C."	New York	The Continuum Publishing Company	1991	N/A	302 pages ; 23 cm	201874016	N/A	Euthanasia Medical Ethics Health Education
6649	R 733 C383 2004	The Folk Remedy Encyclopedia	"Cawood, Frank W."	Peachtree City	"Frank W. Cawood and Associates, Inc"	2004	N/A	382 pages ; 20 cm	180957585	N/A	"Alternative medicine.
Traditional medicine."
2023	RA  440  R767  2001  	Health and Home; The National Journal of Better Living	"Romualdez, Jr., Alberto "	[s.l.]	[s.l.]	2001	na	na	1150839		Medicine--Periodicals. Health--Periodicals. Health education--Periodicals.
4312	RA 1057 C21211 2014    	Forensic Chemistry and Toxicology :  An Essential tool in effective Criminal Justice System	"Cañeta, Arlyn Dascil M."	Philippines	"Wiseman's Book Trading, Inc."	2014	revised and expanded edition	na	9.78972E+12		"Forensic Genetics--Methods. Chemistry, Forensic. Chemistry, Analytic. Toxicology."
4312	RA 1057 D2291 2014	Forensic chemistry and toxicology	"Dascil-Cañete, Arlyn M. "	"Quezon City, Philippines"	"Wiseman's Books Trading, Inc."	2014	na	176 pages ; Illustration ; 22 cm	9.78972E+12	N/A	Forensic chemistry -- Forensic toxicology -- Forensic science.
4313	RA 1057 D2291 2014 c.2	Forensic chemistry and toxicology	"Dascil-Cañete, Arlyn M. "	"Quezon City, Philippines"	"Wiseman's Books Trading, Inc."	2014	Revised	176 pages ; Illustration ; 22 cm	9.78972E+12	N/A	Forensic chemistry -- Forensic toxicology -- Forensic science.
4895	RA 1057 D3311 2011	Lecture manual forensic chemistry and toxicology	"Dela Cruz, Ma. Ramona L. "	Quiapo Manila	Philippine College of Criminology - Manila Law College	2011	N/A	188 pages ; Illustration ; 22 cm	N/A		
4896	RA 1057 D3311 2011	Lecture manual forensic chemistry and toxicology	"Dela Cruz, Ma. Ramona L. "	Quiapo Manila	Philippine College of Criminology - Manila Law College	2011	N/A	190 pages ; Illustration ; 22 cm	N/A		
4562	RA 1057 F797 2018 c.1	Handbook / manual in forensic chemistry	"Francisco, Manabat  Felicisima "	"Quezon City, Philippines"	"Wiseman's Book Trading, Inc."	2018	N/A	100 pages ; Illustration ; 28 cm	9.78621E+12	N/A	"Chemistry, Forensic -- Chemistry, Analytic."
4563	RA 1057 F797 2018 c.2	Handbook / manual in forensic chemistry	"Francisco, Manabat  Felicisima "	"Quezon City, Philippines"	"Wiseman's Book Trading, Inc."	2018	N/A	100 pages ; Illustration ; 28 cm	9.78621E+12	N/A	"Chemistry, Forensic -- Chemistry, Analytic."
4570	RA 1057 O743 2014 c.1	Forensic chemistry and toxicology (with laboratory manual)	"Orodio-Garcia, Gladys M."	"Intramuros, Manila"	"Wiseman's Book Trading, Inc."	2014	N/A	312 pages ; Illustration ; 25 cm	9.78972E+12	N/A	"Chemistry, Forensic -- Chemistry, Analytic."
4571	RA 1057 O743 2014 c.2   	Forensic chemistry and toxicology (with laboratory manual) 	"Orodio-Garcia, Gladys M."	"Intramuros, Manila"	"Wiseman's Book Trading, Inc."	2014	N/A	312 pages ; Illustration ; 25 cm	9.78972E+12	N/A	"Chemistry, Forensic -- Chemistry, Analytic."
6936	RA 1225  B794 1994	Raising children toxic free	"Brazelton, Berry T. "	"New York, United States of America"	Avon Books	1994	N/A	259 pages ; Illustration ; 23 cm	380725770	N/A	"Pediatric toxicology -- Landrigan, Philip J."
2106	RA 410  G3941  1997  	Health economics; fundamentals and flow of funds	" Getzen, Thomas E."	New York	"John Wiley & Sons, Inc."	1997	N/A	467 pages ; Illustration ; 24 cm	047158648X	N/A	"Medical econo,ics."
2081	RA 41055  I821 20056  	"Normative Health Economics :  A New Pragmatic Approach to Cost Benefit Analysis, Mathematical Models and Applications"	"Islam, Sardar M.N. and Yee Mak, Christine Suet "	United Kingdom	Palgrave Macmillan	2006	na	na	9.7814E+12		"Medical economics--Australia. Medical care, Cost of--Australia. Mathematical optimization."
6266	RA 427.9 B337 1998 c.2	Community-Managed Primary Health Care	"Bautista, Victoria A. "	Quezon City	College of Public Administration	1998	N/A	168 pages ; Illustration ; 25 cm	971856715X	N/A	Primary Healthcare -- Philippines Community health services -- Philippines -- Citizen Participation. Medical policy -- Philippines. Non-governmental organizations -- Philippines. Public health administrator -- Philippines.
5186	RA 427.9 B337 1999 c.1	Forging Community-Managed Primary Health Care	"Bautista, Victoria A. "	Quezon City	College of Public Administration University of the Philippines	1999	N/A	168 pages ; Illustration ; 25 cm	971856715X	N/A	Primary Healthcare -- Philippines Community health services -- Philippines -- Citizen Participation. Medical policy -- Philippines. Non-governmental organizations -- Philippines. Public health administrator -- Philippines.
1156	RA 427.9 B337 1999 c.1	A state of the art review of primary health care in the philippines : Two decades of government intiative c.1	"Bautista, Victoria A."	Quezon City	KADENA Press	1999	N/A	148 pages ; illustration 23 cm	971-8567-26-7	N/A	"Primary health care, Public Health, Community health service and Medical care in Philippines"
1161	RA 427.9 B337 1999 c.2	A state of the art review of primary health care in the philippines : Two decades of government intiative c.2	"Bautista, Victoria A."	Quezon City	KADENA Press	1999	N/A	148 pages ; illustration 23 cm	971-8567-26-7	N/A	"Primary health care, Public Health, Community health service and Medical care in Philippines"
1162	RA 427.9 B337 1999 c.3	A state of the art review of primary health care in the philippines : Two decades of government intiative c.3	"Bautista, Victoria A."	Quezon City	KADENA Press	1999	N/A	148 pages ; illustration 23 cm	971-8567-26-7	N/A	"Primary health care, Public Health, Community health service and Medical care in Philippines"
6668	RA 427.9 R1181 2009	Manual for Estimating Local health Accounts in the Philippines	"Racelis, Dr. Rachel "	"Manila, Philippines"	The Health Policy Development and Planning Bureau	2009	na	140 pages ; Illustration 20 cm	9.78972E+12	N/A	Public Health -- Insurance
6771	RA 440 J869 1990	Being Healthy	"Jovanovich, Harcourt Brace "	United States of America	na	2000	na	na	na		Health Education -- Study and Teaching
6486	RA 440 K171 2002	Stomach Problems	"Kaplan, Marshall M."	USA	"Arandel publishing Company, Inc"	1970	na	na	895690020		Medicine--Periodicals. Health--Periodicals. Health education--Periodicals.
1139	RA 541 B337 2002 c.1	National and local government roles in public health under devolution	"Bautista, Victoria A."	"Quezon City, Philippines"	UP Press	2002	N/A	252 pages ; illustration ; 23cm	9715423566	N/A	Public Health and Medical Policy Philippines.
1140	RA 541 B337 2002 c.2	National and local government roles in public health under devolution	"Bautista, Victoria A."	"Quezon City, Philippines"	UP Press	2002	N/A	252 pages ; illustration ; 23cm	9715423566	N/A	Public Health and Medical Policy Philippines.
1141	RA 541 B337 2002 c.3	National and local government roles in public health under devolution	"Bautista, Victoria A."	"Quezon City, Philippines"	UP Press	2002	N/A	252 pages ; illustration ; 23cm	9715423566	N/A	Public Health and Medical Policy Philippines.
6354	RA 643.86 H6764 2008	HIV and AIDS Handbook	N/A	Philippines	N/A	1970	Revised	77 pages ; Illustration ; 22 cm	N/A	N/A	AIDS(Desease) -- Study and Teaching -- Philippines.
6630	RA 776.75  R7411 2007	You Staying Young :  The owner's manual for extending your warranty	"Roizen, Michael F.  & Oz, Mehmet C. "	"New York, United States of America"	Simon & Schuster	2007	N/A	415 pages ; Illustration ; 23 cm	9.78142E+12	N/A	Aging Prevention -- Aging Prevention Popular works -- Audiobooks.
6888	RA 777 W7341 2004	"Bits, Boobs & Blobs"	"Willis, Jeanne & Monks, Lydia"	London	National BookStore	2004	na	na	744586828		
2409	RA 778  S194  1991	Personality for The Woman of Today	"Santos, Amparo E."	"Navotas Metro Manila, Philippines"	"National Book Store, Inc."	1981	Revised	127 pages ; Illustration ; 25 cm	9710850032	N/A	"Beauty, Personal -- Personality."
