accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
7189	GV 1114.9 E215 1998	The complete idiot's guide to tae kwon do	"Eden, Karen and Yates, Keith"	New York	Alpha Books	1998	na	298 pages ; illustrations ; 24 cm	9814096407		Tae Kwon Do
4601	GV 1153 B976 2018 c.1  	"The basic of marksmanship and combat shooting with provision and policies, firearms legal requirements and penalties"	"Bustria, Leonardo A."	Quezon City	"Wiseman's Book Trading, Inc."	2018	NA	"90 pages ; illustrations ; 22cm
"	9.78621E+12		"Shooting--Handbooks, manuals, etc."
4602	GV 1153 B976 2018 c.2   	"The basic of marksmanship and combat shooting with provision and policies, firearms legal requirements and penalties "	"Bustria, Leonardo A."	Quezon City	"Wiseman's Book Trading, Inc."	2018	N/A	90 pages ; illustrations ; 22cm	9.78621E+12		"Shooting--Handbooks, manuals, etc."
4679	GV 1153 B976 2018 c.3   	"The basic of marksmanship and combat shooting with provision and policies, firearms legal requirements and penalties "	"Bustria, Leonardo A."	Quezon City	"Wiseman's Book Trading, Inc."	2018	N/A	90 pages ; illustrations ; 22 cm	9.78621E+12		"Shooting--Handbooks, manuals, etc."
4680	GV 1153 B976 2018 c.4   	"The basic of marksmanship and combat shooting with provision and policies, firearms legal requirements and penalties "	"Bustria, Leonardo A."	Quezon City	"Wiseman's Book Trading, Inc."	2018	na	90 pages ;  illustrations 22 cm	9.78621E+12		"Shooting--Handbooks, manuals, etc."
5258	GV 1153 V627 2012 c.3	Handbook on marksmanship and combat shooting	"Vicente, Jezreel B. "	Quezon City	Wiseman's Books Trading Inc.	2012	N/A	72 pages ; illustratioms ; 23 cm	9.78971E+12		Series of edition
5256	GV 1153 V6272012 c.1	Handbook on marksmanship and combat shooting	"Vicente, Jezreel B. "	Quezon City	Wiseman's Books Trading Inc.	2012	N/A	72 pages ; illustrations ; 23 cm	9.78971E+12		Series of edition
5257	GV 1153 V6272012 c.2	Handbook on marksmanship and combat shooting	"Vicente, Jezreel B. "	Quezon City	Wiseman's Books Trading Inc.	2012	N/A	72 pages ; illustrations ; 23 cm	9.78971E+12		Series of edition
1872	GV 1195  C9757  1970	Modern Wrestling Its Holds and Methods	"Curley, Jack & Fleischer, Nat"	New York	The Ring Book Shop	2010	na	na	na		Wrestling.
1888	GV 1251  C3212  2004  	Casino Poker :  A Comprehensive Guide to Playing and Winning	" Carson, Gary"	USA	Kensington Publishing Corp.	2004	na	na	`		Poker. Gambling.
4454	GV 133 L8641 2017    	A study of Philippine games	"Lopez, Mellie Leandicho"	Quezon City	University of the Philippines Press	2017	NA	592 pages ; illustrations ; 23 cm	9.78972E+12		Philippine Games Ped 92.
1898	GV 1448 US13 1995  	The inner game of chess : how to calculate and win	" Soltis, Andrew"	USA	"David McKay Company, Inc."	1995	N/A	359 pages ; illustrations ; 20 cm	812922913		Chess--Psycholofical Aspects.
1899	GV 1449.5 R429 1976  	The art of positional play	" Reshevsky, Samuel"	USA	"David McKay Company, Inc."	1976	N/A	 335 pages ; illustrations ; 22 cm	679141014		Chess. Chess--Collections of games.
1930	GV 1450  P1898  1989  	Chess Openings :  Traps and Zaps	"Pandolfini, Bruce"	Philippines	"Cacho Hermanos, Inc"	1989	na	na	9710847090		Chess--Openings.
1897	GV 14515  S6913  1995  	Pawn Structure Chess	" Soltis, Andrew"	USA	"David McKay Company, Inc."	1995	na	na	812925297		Pawn (Chess)
1887	GV 1507  S2916  1998  	The Official Scrabble 	" Schachner, Robert W."	United Kingdom	"Orion Press, Inc."	1998	na	na	1579121047		Scrabble.
8055	GV 1703 A656 1060 v.4 c.2	Philippine folk dances	"Aquino, Francisca Reyes "	Philippines	Manila Philippines	1960	4th	109 pages ; illustrations ; 28 cm	N/A		"Folk dancing, Philippine.
 Folk dance music--Philippines."
5196	GV 1703 A656 1060 v.4 c.4	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	4th	109 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
5197	GV 1703 A656 1960 v.1 c.13	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1953	1st	121 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1923	GV 1703 A656 1960 v.1 c.14	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1953	1st	121 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1916	GV 1703 A656 1960 v.1 c.16	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1953	1st	121 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1904	GV 1703 A656 1960 v.2 	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	2nd	109 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1902	GV 1703 A656 1960 v.4	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	4th	109 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1917	GV 1703 A656 1960 v.5 c.17	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	5th	134 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1922	GV 1703 A656 1960 v.5 c.5	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	5th	134 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1903	GV 1703 A656 1960 v.5 c.6	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	5th	134 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1921	GV 1703 A656 1960 v.5 c.9	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	5th	134 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1375	GV 1703 A656 1960 v.5 c10	Philippine folk dances 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	5th	134 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1901	GV 1703 A656 1975 v.6 c.8	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1999	6th	103 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1919	GV 1703 A657 1960 v.2 	Philippine Folk Dances 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	2nd	na	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1913	GV 1703 A657 1960 v.3 	Philippine Folk Dances 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	3rd	na	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1915	GV 1743  A656  1967 c.1	Foreign Folk Dance	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1967	Revised	86 pages ; illustrations ; 28 cm	NA		Dance--Folklore.
1925	GV 1743  A656  1967 c.2 	Foreign Folk Dance 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1967	Revised	86 pages ; illustrations ; 28 cm	NA		Dance--Folklore.
1949	GV 1743 F175 1970	Visayan folk dances	"Fajardo, Libertad V. and Fajardo, Mary Joan V."	Philippines	"National Book Store, Inc"	1961	3rd	66 pages ; illustrations ; 25 cm	9710852965		Dance--Philippines. 
1928	GV 1751 A656 1952 c.10 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1944	GV 1751 A656 1952 c.11 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1945	GV 1751 A656 1952 c.12 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1946	GV 1751 A656 1952 c.13 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1947	GV 1751 A656 1952 c.14 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
5169	GV 1751 A656 1952 c.15	Fundamental dance steps and music 	"Aquino, Francisca Reyes "	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
5170	GV 1751 A656 1952 c.16	Fundamental dance steps and music 	"Aquino, Francisca Reyes "	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance music. Philippine folk dance.
5497	GV 1751 A656 1952 c.17	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
5499	GV 1751 A656 1952 c.18	Fundamental Dance Steps and Music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1906	GV 1751 A656 1952 c.2 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1908	GV 1751 A656 1952 c.3 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1912	GV 1751 A656 1952 c.4 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1914	GV 1751 A656 1952 c.5 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1918	GV 1751 A656 1952 c.6 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1920	GV 1751 A656 1952 c.7 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1924	GV 1751 A656 1952 c.8 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	NA		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1926	GV 1751 A656 1952 c.9 	Fundamental dance steps and music 	"Aquino, Francisca Reyes"	"Manila, Philippines"	Bureau of Public Schools	1952	NA	94 pages ; illustrations ; 27 cm	9.78972E+12		Dance -- Philippines -- Folk dancing
1907	GV 1751 A656 1952 v.1 	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1953	1st	121 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1909	GV 1751 A656 1952 v.2 c.2	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	2nd	138 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1911	GV 1751 A656 1952 v.3 c.1	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	4th	109 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
1910	GV 1751 A656 1952 v.3 c.1	Philippine folk dances	"Aquino, Francisca Reyes"	Philippines	Bureau of Public Schools	1960	3rd	112 pages ; illustrations ; 28 cm	N/A		"Dance--Philippines. Folk dancing, Philippines. Folk dance musice--Philippines. Fundamental Rhythms Ped 91."
7266	GV 1751 T112 1993	Philippine dances	"Tabije-Andin, Carmen"	Quezon City	Rex Book Store	1994	N/A	106 ; illustrations ; 25 cm	9712313700		"Folk Dancing .Folk Dance Music .Folk Dancing, Philippines."
1948	GV 1751 T112 1993  	Philippine dances	"Tabije-Andin, Carmen"	Philippines	Rex Books Store	1993	1st	106 ; illustrations ; 25 cm	9712313700		"Folk dancing. Folk dance music. Folk dancing, Philippines. "
8046	GV 1798 D3311 2017	Smart healthy youth in physical education (let's dance)	"Del Castillo, Estrella P."	Quezon City	"Golden CronicaPublishing, Inc."	2017	N/A	127 pages ; illustration ; 25 cm	9.78971E+12		"Dance--Recreation, Dance--Physical Education."
1876	GV 1914  L6161  2005  	 Outdoor Recreation	"Ibrahim,Hilmi and Cordes, Kathleen A."	USA	WBC McGraw-Hill	1993	na	na	697131521		"Natural resources--United States--Management,"
7119	GV 303 O988 2001	Physical fitness for college freshmen	"Oyco, Virginia D."	Quezon City	Rex Book Store	2000	1st	131 pages ; illustrations ; 23 cm	9712327043		Physical Education and Training -- Philippines.
1929	GV 341  L6161  2005   	PE1; Foundation of Physical Education	Far Eastern University	Philippines	FEU Dept. Of P.E	2010	na	na	na		Physical education and training. Sports. Physical education and training-vocational guidance. Sports--vocational guidance.
4973	GV 341 B1711 2012 c.1	Physical education 2	"Balagtas, Jo-ann C. "	Malabon City	Jimczyville Publications	2012	NA	146 pages ; illustrations ; 26 cm	9.78971E+12		Sports
4974	GV 341 B1711 2012 c.2	Physical education 2	"Balagtas, Jo-ann C. "	Malabon City	Jimczyville Publication	2012	NA	146 pages ; illustrations ; 26 cm	9.78971E+12		Sports
5487	GV 341 C141 2013 c.1	Physical education 4 : team sports	"Calicdan, Antonio V., Sison, Robert G. and Cacho, Rene D. "	Malabon City	Jimczyville Publications	2013	NA	348 pages ; illustrations ; 26 cm	9.78971E+12		"Physical Education -- Physical. Alpez, June C., Coronongan, Melanie B., & Kon-ek, Arlene B."
3002	GV 341 C141 2013 c.2	Physical education 4 : team sports	"Calicdan, Antonio V., Sison, Robert G. and Cacho, Rene D. "	Malabon City	Jimczyville Publications	2013	NA	348 pages ; illustrations ; 26 cm	9.78971E+12		"Physical Education -- Physical. Alpez, June C., Coronongan, Melanie B., & Kon-ek, Arlene B."
5422	GV 341 C141 2015 c.1	Physical education l : physical fitness and gymnastics	"Calicdan, Antonio V.  and Estrella, Erwin O. "	Malabon City	Jimczyville Publications	2015	NA	98 pages ; illustrations ; 26 cm	9.78972E+12		Physical Education -- Physical.
5406	GV 341 C141 2015 c.2	Physical education l : physical fitness and gymnastics	"Calicdan, Antonio V.  and Estrella, Erwin O. "	Malabon City	Jimczyville Publications	2015	NA	98 pages ; illustrations ; 26 cm	9.78972E+12		Physical Education -- Physical.
7250	GV 341 D2991 2005 c.1	Physical education 2 : rhythm and dance modules	"De Dios, Concordia, and Indon, Virginia J. and Omampo, Zenaida E."	Manila	FEU Publications	2005	NA	114 pages ; illustrations ; 23 cm	9716780141		Dance. Physical Education and Training -- Textbooks
8047	GV 341 D2991 2005 c.2	Physical education 2 : rhythm and dance modules	"De Dios, Concordia, and Indon, Virginia J. and Omampo, Zenaida E."	Philippines	Far Eastern University Publications	2005	na	135 pages ; illustrations ; 22 cm	9716780141		Recreation. Leisure. Physical Education--rhythm and dance
8048	GV 341 F628 2015	Physical education : dance evolution and appreciation	"Flordeliza, Reydora F. and Battung, Josephine B. and Laggui, Ma. Corazon A."	Philippines	Fatima Educational Publications Inc.	2015	na	190 pages ; 23 cm	9.78622E+12		"Santos, Julian B. & Perez, Elvira A. & Daig, Aida A. & Garganera, Ma. Michelle R."
8049	GV 341 M2661 2012	Essentials of physical education 1 and 2	"Manalo, Africa D. "	Philippines	"Mindshapers Co., Inc."	2012	na	203 pages ; 22 cm	9.78972E+12		"Recreation and leisure, Physical Education"
1882	GV 341 O934 2007 c.1	Physical Education 1	Our Lady Of Fatima University	Philippines	Physical Education Department	2007	na	na	na		Physical Education.
1894	GV 341 P5781 2007 c.2 	Physical education 1 	Our Lady Of Fatima University	Philippines	Physical Education Department	2007	2007 Edition	56 pages ; illustrations ; 23 cm	na		Physical Education.
1856	GV 341 S194 2005	Fundamentals of physical education I 	"Sancho, Willie G."	USA	Redman Printing	2005	NA	192 pages ; illustrations ; 26 cm	9717090262		Physical Education.
5506	GV 341 S9611 2014 c.1	Physical fitness and basketball	"Surio, Cecilia B. "	Mandaluyong City	Books Atbp. Publishing Corp.	2014	NA	145 pages ; illustrations ; 22 cm	9710412860		Sports
5507	GV 341 S9611 2014 c.2	Physical fitness and basketball	"Surio, Cecilia B. "	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2014	na	145 pages ; illustrations ; 22 cm	9710412860		
8044	GV 341 T917 2008	Physical education 2 for college	"Tulio, Doris D. "	Philippines	National Bookstore	2008	na	316 pages ; illustrations ; 24 cm	9710868969		Folk dance--Recreation. Physical Education
5195	GV 341 U722 2019	Pathfit 1 : physical activities toward health and fitness : movement competency training	"Urbiztondo, Stella Marie M. "	"Quezon City, Philippines"	"Vibal Group, Inc."	2019	na	230 pages ; illustrations ; 27 cm	9.78971E+12		Physical Education -- Exercise. Health and Fitness -- Physical Activities.
7995	GV 342 M298 1975	Social psychology and physical activity	"Martens, Rainer "	New York	Harper and Rows Publisher	1975	NA	180 pages ; illustrations ; 21 cm	006044231X		Physical Education and training--Psychological aspects. Sports--Social aspects.
1885	GV 445  [s.n.]  1970  c.2 	Individual/Dual/Team Sports 	[s.n.]	[s.l.]	[s.l.]	2010	na	na	na		Sports.
1849	GV 445  [s.n.] 1970	Individual/Dual/Team Sports	[s.n.]	[s.l.]	[s.l.]	2010	na	na	na		Sports.
1886	GV 445  [s.n.] 1970 c.3 	Individual/Dual/Team Sports 	[s.n.]	[s.l.]	[s.l.]	2010	na	na	na		Sports.
7284	GV 461 D5831 1990 c.2	Gymnastics book	"Dinoso, Clarita P. "	Quezon City	Rex Book Store	1990	NA	151 pages ; illustrations ; 22 cm	9712306291		Gymnastics
1895	GV 476 M298 2002  	Ang sining ng pakikipagtunggali at pagtatanggol (martial arts)	"Martinez, Alex P. and Ilagan, Rey N."	"Quezon City, Philippines"	"Isa-Jecho Publishing, Inc."	2002	na	185 pages ; illustrations ; 20 cm	9716100132		Martial Arts.
7241	GV 481 S 2431 1993	Stretch	"Saremi, Cyrus M. "	Pasig City	Persian Gulf Publication	1993	na	na	9.78972E+12		Physical Fitness
5782	GV 511 D5831 1990 c.1	Gymnastics book	"Dinoso, Clarita P. "	Quezon City	Rex Book Store	1990	na	151 pages ; illustrations ; 23 cm	9712306291		Gymnastics
7011	GV 53 B1999 1996	Leisure and human behavior	"Bammel,Gene and Burrus-Bammel, Lei Lane"	"Madison, USA"	Brown & Benchmark Publishers	1996	3rd	503 pages ; illustrations ; 24 cm	697233308		 Leisure -- Psychological aspects
7150	GV 558 P5781 1990	Physical Education	University of Manila	Philippines	University of Manila	1990	na	216 pages ; illustrations ; 25 cm	na		Physical Education -- Sports Science -- Module.
5500	GV 708 A472 2010 c.1	Physical education 3 individual / dual sports	"Alvarez, Myrna N."	Mandaluyong City	Books Atbp. Publishing Corp.	2010	na	177 pages ; illustrations ; 23 cm	9.78971E+12		Individual--Dual--Combative sports
5501	GV 708 A472 2010 c.2	Physical Education 3 Individual/ Dual Sports	"Alvarez, Myrna N."	Mandaluyong City	Books Atbp. Publishing Corp.	2010	na	177 pages ; illustrations ; 23 cm	9.78971E+12		
1093	GV 708 A472 2010 c.3	Physical Education 3 Individual/ Dual Sports	"Alvarez, Myrna N."	Mandaluyong City	Books Atbp. Publishing Corp.	2010	NA	177 pages ; illustrations ; 23 cm	9.78971E+12		Individual--Dual--Combative sports
4942	GV 708 C141 2010 c.3	Physical Education 3 Individual/ Dual Sports	"Calicdan, Antonio V."	Malabon City	Books Atbp. Publishing Corp.	2015	NA	177 pages ; illustrations ; 23 cm	9.78972E+12		Individual--Dual--Combative sports
3004	GV 708 C141 2015 c.1	Physical education 3 book-1 individual / dual sports	"Calicdan, Antoni V."	Malabon City	Jimczyville Publication	2015	na	198 pages ; illustrations ; 23 cm	9.78971E+12		 Arnis Sports -- Dual Sports -- Individual
3005	GV 708 C141 2015 c.2	Physical education 3 book-1 individual / dual sports	"Calicdan, Antoni V."	Malabon City	Jimczyville Publication	2015	na	198 pages ; illustrations ; 23 cm	9.78971E+12		 Arnis Sports -- Dual Sports -- Individual
2996	GV 708 c141 2015 c.4	Physical Education 3 Individual/ Dual Sports	"Calicdan, Antoni V."	Mandaluyong City	Books Atbp. Publishing Corp.	2010	na	na	9.78971E+12		
3006	GV 708 C141 2015 c.4	Physical education 3 book-2 individual / dual sports	"Calicdan, Antoni V."	Malabon City	Jimczyville Publication	2015	na	198 pages ; illustrations ; 23 cm	9.78971E+12		 Arnis Sports -- Dual Sports -- Individual
8045	GV 708 F628 2015	Physical education individual and dual sports for fitness and wellness	"Flordeliza, Reydora F."	Philippines	Fatima Educational Publications Inc.	2015	na	173 pages ; illustrations ; 22 cm	9.78622E+12		"Individual sports, Physical Education--study and teaching"
7269	GV 708 I381 1990	Individual / dual sports	The University of Manila		The University of Manila	1990	na	248 pages ; illustrations ; 26 cm	248		Individual Sports Physical Education and Training -- Study and Teaching
2879	GV 708 T917 2004                  	Individual dual sports P.E. 3	"Tulio, Doris S., et.al."	Philippines	Books Atbp. Publishing Corp.	2004	na	75 pages ; illustrations ; 26 cm	9719298146		Individual sports. Physical education and training--study and teaching. Physical fitness--study and teaching. Sports.
2041	GV 711  S5391  2006  	Coaching and feedback for performance	"Blair sheppard,Michael Canning ,Liz Mellon,Prinny Aderson,Marla Tuchinsky & Cindy Campbell"	[s.l.]	Dearborn Trade Publishing	2006	na	95 pages ; illustrations ; 24 cm	1419515071		Coaching management.
8060	GV 711 D7711 2004	Coaching principles classroom study guide	"Drews, Christine M."	USA	"Human Kinetics, Inc."	2004	3rd	303 pages ; 27 cm	9.78074E+12		"Employees--Coaching of.
 Executive coaching, Coaching--sports."
8050	GV 731 A472 2011 c.1	Physical education 4 : team sports	"Alvarez, Myrna N., Erpelo, Rosalia N., and Tilbe, Rommel F."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		Physical Education -- Sports Training
8051	GV 731 A472 2011 c.2	Physical education 4 : team sports	"Alvarez, Myrna N., Erpelo, Rosalia N., Tilbe, Rommel F. and Victorio, Robert M."	Philippines	BooksS Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		"Sports--Rules, Team Sports"
8052	GV 731 A472 2011 c.3	Physical education 4 : team sports	"Alvarez, Myrna N., Erpelo, Rosalia N., Tilbe, Rommel F. and Victorio, Robert M."	Philippines	BooksS Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		"Sports--Rules, Team Sports"
8053	GV 731 A472 2011 c.4	Physical education 4 : team sports	"Alvarez, Myrna N., Erpelo, Rosalia N., Tilbe, Rommel F. and Victorio, Robert M."	Philippines	BooksS Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		"Sports--Rules, Team Sports"
8054	GV 731 A472 2011 c.5	Physical education 4 : team sports	"Alvarez, Myrna N., Erpelo, Rosalia N., Tilbe, Rommel F. and Victorio, Robert M."	Philippines	BooksS Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		"Sports--Rules, Team Sports"
5504	GV 731 A472 2011 c.6	Physical education 4 : team sports	"Alvarez, Myrna N."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		Physical Education -- Sports Training
5505	GV 731 A472 2011 c.7	Physical education 4 : team sports	"Alvarez, Myrna N."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2011	na	186 pages ; illustrations ; 22 cm	9710388912		Physical Education -- Sports Training
5238	GV 775 B976 2011 c.1	Swimming and water survival	"Bustria, Leo"	Quezon City	Wiseman's Books Trading Inc.	2011	na	66 pages ; illustrations ; 22 cm	9.78971E+12		aquatic activities--self-rescue skills
5239	GV 775 B976 2011 c.2	Swimming and water survival	"Bustria, Leo"	Quezon City	Wiseman's Books Trading Inc.	2011	na	66 pages ; illustrations ; 22 cm	9.78971E+12		aquatic activities--self-rescue skills
1931	GV 8755 J272 1988  	The Greatest American Baseball Seatbook	"James, Bill"	USA	United States by Villard Books	1988	1st	na	na		Baseball.
1869	GV 88535  F7911  1988 c.2 	Basketball (The Complete Handbook of Individual Skills) 	"Fox, Robert A."	Prentice Hall	Prentice Hall	1988	na	na	9710849964		Basketball--training.
1765	GV 88535 F7911 1988 	Basketball (the complete handbook of individual skills)	"Fox, Robert A."	USA	"New Jersey Prentice Hall, Englewood Cliffs, "	1988	NA	na	9710849964		Basketball--training.
1900	GV 88555  W136  1972  	Official Basketball Rules for Men and Women	"Wahby, Abdel Moneim "	Philippines	"Pepsi-Cola Bottling Company of the Philippines, Inc."	1972	na	na	na		Basketball--Rules.
1767	GV 939 G9848 2000 	Parcells :  A Biography	"Gutman, Bill"	New York	"Nrew York Carroll & Graf Publishers, Inc."	2000	na	na	786707313		"Parcells, Bill. New York Giants (Football team). Football coaches--United States--Biography."
1757	GV 943 B248 1970	Kevin Keegan's Book of British Football	"Barett, Norman"	USA	"World International Publishing Ltd.,"	2010	na	na	na		Football
1870	GV 9439  D5158  1992  	Fundamental Soccer Practice	"Dewazien, Karl"	[s.l]	S.L	1992	na	na	961913932		Soccer--training. Soccer--coaching.
1892	GV 9555 Y658 2005  	"Tailgating, Sacks, and Salary Caps; How the NFL Became the Most Successful Sports League in History"	"Yost, Mark "	Florida	Kaplan Publishing	2006	na	na	9.78142E+12		National Football League--History. Football--Economic aspects-- United States.
